Index,Date,Time,Counter,Force(kN),LVDT1,LVDT2,Chain,OutputPower,Stress [MPa],Axial Strain (%),Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Strain Vol [-],Gemidd,,Derivatives
2719,44655.40516,679.772853,58351917,0.886702,-0.918366,-0.903315,22.219542,0.181245,1.236464,0.213914,0.00213914,-0.000653,0.213262,0.00213262,-0.910882,,4998.971941
2720,44655.40516,680.022853,58351917,0.875202,-0.918466,-0.902986,22.219468,0.180862,1.265882,0.21443,0.0021443,-0.000653,0.213778,0.00213778,-0.910695,,4949.954301
2721,44655.40516,680.272853,58351917,0.895775,-0.918192,-0.902362,22.219542,0.181699,1.28441,0.21454,0.0021454,-0.001119,0.213421,0.00213421,-0.910712,,4832.904283
2722,44655.40517,680.522853,58351918,0.89604,-0.918258,-0.902592,22.219468,0.18178,1.285953,0.214773,0.00214773,-0.000653,0.213998,0.00213998,-0.910539,,4983.12013
2723,44655.40517,680.772853,58351918,0.894979,-0.918217,-0.902559,22.219542,0.181758,1.302366,0.214965,0.00214965,-0.000839,0.214126,0.00214126,-0.910407,,4972.101555
2724,44655.40517,681.022853,58351918,0.890452,-0.918189,-0.902658,22.219542,0.181837,1.308851,0.215135,0.00215135,-0.001119,0.214017,0.00214017,-0.910352,,4963.667094
2725,44655.40517,681.272853,58351918,0.906726,-0.917977,-0.90223,22.219468,0.182443,1.305413,0.215312,0.00215312,-0.000746,0.214566,0.00214566,-0.910031,,5070.768877
2726,44655.40518,681.522853,58351919,0.897969,-0.918104,-0.902329,22.219468,0.182234,1.324016,0.215486,0.00215486,-0.000932,0.21467,0.0021467,-0.910111,,4930.911075
2727,44655.40518,681.772853,58351919,0.886483,-0.918243,-0.90269,22.219542,0.181855,1.339309,0.215699,0.00215699,-0.000839,0.214674,0.00214674,-0.910217,,4913.628719
2728,44655.40518,682.022853,58351919,0.895748,-0.918059,-0.902066,22.219542,0.182201,1.296107,0.215183,0.00215183,-0.001026,0.214183,0.00214183,-0.910167,,4995.258097
2729,44655.40519,682.272853,58351919,0.929721,-0.917653,-0.90154,22.219542,0.183259,1.338485,0.216156,0.00216156,-0.000839,0.215074,0.00215074,-0.909532,,5130.328655
2730,44655.40519,682.522853,58351920,0.923187,-0.917647,-0.901671,22.219542,0.183307,1.33433,0.215909,0.00215909,-0.000932,0.214888,0.00214888,-0.909726,,5046.383728
2731,44655.40519,682.772853,58351920,0.947273,-0.917372,-0.901146,22.219542,0.184019,1.353183,0.216371,0.00216371,-0.000932,0.21539,0.0021539,-0.909396,,5062.431034
2732,44655.40519,683.022853,58351920,0.93464,-0.9175,-0.901408,22.219616,0.183703,1.354404,0.216344,0.00216344,-0.001119,0.215308,0.00215308,-0.909356,,5023.743481
2733,44655.4052,683.272853,58351920,0.941427,-0.917361,-0.901146,22.219542,0.183953,1.364316,0.216518,0.00216518,-0.000932,0.21561,0.0021561,-0.909274,,5063.52587
2734,44655.4052,683.522853,58351921,0.946451,-0.917258,-0.900948,22.219616,0.184365,1.367752,0.216512,0.00216512,-0.001026,0.215673,0.00215673,-0.909121,,5046.945173
2735,44655.4052,683.772853,58351921,0.943068,-0.917291,-0.901047,22.219542,0.184336,1.386964,0.216865,0.00216865,-0.000932,0.215933,0.00215933,-0.909098,,5063.441955
2736,44655.40521,684.022853,58351921,0.93749,-0.917387,-0.900948,22.219689,0.184008,1.349351,0.216433,0.00216433,-0.001119,0.215416,0.00215416,-0.909383,,5050.401204
2737,44655.40521,684.272853,58351921,0.945118,-0.917282,-0.90085,22.219468,0.184339,1.377715,0.21695,0.0021695,-0.000839,0.216111,0.00216111,-0.908981,,5090.167553
2738,44655.40521,684.522853,58351922,0.982335,-0.9168,-0.900094,22.219616,0.185406,1.386835,0.217147,0.00217147,-0.001026,0.216215,0.00216215,-0.908614,,5098.144448
2739,44655.40521,684.772853,58351922,0.989809,-0.916674,-0.899962,22.219542,0.185784,1.409689,0.217389,0.00217389,-0.000932,0.216457,0.00216457,-0.908461,,5038.329513
2740,44655.40522,685.022853,58351922,0.990024,-0.916649,-0.899962,22.219689,0.185961,1.436986,0.21768,0.0021768,-0.000932,0.216687,0.00216687,-0.908301,,4887.052103
2741,44655.40522,685.272853,58351922,0.991613,-0.916528,-0.899765,22.219542,0.186188,1.437838,0.217925,0.00217925,-0.001026,0.216863,0.00216863,-0.908212,,5106.382858
2742,44655.40522,685.522853,58351923,1.004661,-0.916359,-0.899601,22.219763,0.186551,1.440808,0.218154,0.00218154,-0.000932,0.217183,0.00217183,-0.90801,,5180.616108
2743,44655.40523,685.772853,58351923,1.001498,-0.916341,-0.899568,22.219542,0.18672,1.474291,0.218649,0.00218649,-0.001119,0.217531,0.00217531,-0.907926,,5180.767216
2744,44655.40523,686.022853,58351923,1.019698,-0.916109,-0.899272,22.219763,0.187266,1.475854,0.21867,0.0021867,-0.001026,0.217551,0.00217551,-0.907745,,5082.176403
2745,44655.40523,686.272853,58351923,1.010972,-0.916229,-0.899108,22.219468,0.187035,1.466466,0.218529,0.00218529,-0.000932,0.21758,0.0021758,-0.907858,,5078.020851
2746,44655.40523,686.522853,58351924,1.024028,-0.916031,-0.899206,22.219763,0.187379,1.486615,0.21911,0.0021911,-0.001119,0.217991,0.00217991,-0.907413,,5180.923742
2747,44655.40524,686.772853,58351924,1.036013,-0.915819,-0.898779,22.219542,0.187965,1.494781,0.219114,0.00219114,-0.001026,0.218089,0.00218089,-0.907403,,5091.24171
2748,44655.40524,687.022853,58351924,1.032168,-0.915844,-0.899042,22.219837,0.188009,1.501871,0.219294,0.00219294,-0.001119,0.218264,0.00218264,-0.9073,,5165.318521
2749,44655.40524,687.272853,58351924,1.020356,-0.915958,-0.898943,22.219542,0.187602,1.494151,0.219313,0.00219313,-0.001119,0.218221,0.00218221,-0.907264,,5207.779542
2750,44655.40525,687.522853,58351925,1.056896,-0.915496,-0.898319,22.219763,0.188709,1.516431,0.219789,0.00219789,-0.001119,0.21867,0.0021867,-0.906941,,5210.9754
2751,44655.40525,687.772853,58351925,1.044585,-0.915678,-0.898417,22.219542,0.188384,1.532667,0.219882,0.00219882,-0.001119,0.218763,0.00218763,-0.906893,,5081.16175
2752,44655.40525,688.022853,58351925,1.0613,-0.91538,-0.898253,22.219837,0.188962,1.537965,0.21985,0.0021985,-0.001026,0.218731,0.00218731,-0.906683,,5140.998258
2753,44655.40526,688.272853,58351925,1.076008,-0.915177,-0.897628,22.219542,0.189572,1.546028,0.220384,0.00220384,-0.001119,0.219172,0.00219172,-0.906479,,5143.582072
2754,44655.40526,688.522853,58351926,1.072149,-0.915158,-0.89753,22.21991,0.189564,1.549407,0.220395,0.00220395,-0.001212,0.219182,0.00219182,-0.906506,,5162.213718
2755,44655.40526,688.772853,58351926,1.091291,-0.914899,-0.897431,22.219616,0.190168,1.598223,0.220939,0.00220939,-0.001212,0.219808,0.00219808,-0.906124,,5067.904213
2756,44655.40526,689.022853,58351926,1.087,-0.914953,-0.897661,22.219837,0.190103,1.56794,0.220748,0.00220748,-0.001212,0.219629,0.00219629,-0.906332,,5247.330181
2757,44655.40527,689.272853,58351926,1.086538,-0.91491,-0.897464,22.219542,0.190087,1.582709,0.220876,0.00220876,-0.001119,0.219744,0.00219744,-0.906282,,5151.032243
2758,44655.40527,689.522853,58351927,1.099424,-0.914758,-0.897333,22.21991,0.190542,1.591357,0.221048,0.00221048,-0.001119,0.219929,0.00219929,-0.905933,,5108.813202
2759,44655.40527,689.772853,58351927,1.119797,-0.91444,-0.897103,22.219616,0.191253,1.625131,0.221779,0.00221779,-0.001119,0.22063,0.0022063,-0.905503,,5123.140054
2760,44655.40528,690.022853,58351927,1.106327,-0.91458,-0.897168,22.219837,0.191065,1.642244,0.221961,0.00221961,-0.001212,0.220749,0.00220749,-0.905648,,5158.805185
2761,44655.40528,690.272853,58351927,1.098361,-0.914617,-0.896905,22.219616,0.190969,1.585572,0.221247,0.00221247,-0.001212,0.220055,0.00220055,-0.905894,,5294.934281
2762,44655.40528,690.522853,58351928,1.124882,-0.914259,-0.896642,22.219837,0.191628,1.623021,0.221661,0.00221661,-0.001119,0.220526,0.00220526,-0.905348,,5096.732796
2763,44655.40528,690.772853,58351928,1.144631,-0.913974,-0.896445,22.219616,0.192388,1.654228,0.222351,0.00222351,-0.001305,0.221139,0.00221139,-0.905028,,5070.678876
2764,44655.40529,691.022853,58351928,1.138487,-0.914041,-0.896215,22.219837,0.192229,1.641604,0.222085,0.00222085,-0.001119,0.220883,0.00220883,-0.905167,,5235.823215
2765,44655.40529,691.272853,58351928,1.128077,-0.914119,-0.896412,22.219689,0.192023,1.64056,0.222097,0.00222097,-0.001305,0.220954,0.00220954,-0.905326,,5260.989074
2766,44655.40529,691.522853,58351929,1.128974,-0.914093,-0.896609,22.219837,0.19214,1.644921,0.222246,0.00222246,-0.001026,0.221175,0.00221175,-0.905209,,5264.49949
2767,44655.4053,691.772853,58351929,1.157421,-0.913708,-0.896314,22.219689,0.193034,1.656139,0.222609,0.00222609,-0.001305,0.221349,0.00221349,-0.904815,,5301.067309
2768,44655.4053,692.022853,58351929,1.147089,-0.913819,-0.895755,22.21991,0.192851,1.6655,0.22262,0.0022262,-0.001119,0.22137,0.0022137,-0.904907,,5248.121503
2769,44655.4053,692.272853,58351929,1.142486,-0.913887,-0.896018,22.219689,0.192611,1.671642,0.222613,0.00222613,-0.001305,0.221399,0.00221399,-0.904983,,5138.51105
2770,44655.4053,692.522853,58351930,1.150098,-0.913783,-0.895919,22.219837,0.192879,1.654401,0.222584,0.00222584,-0.001399,0.221261,0.00221261,-0.904933,,5350.077494
2771,44655.40531,692.772853,58351930,1.168453,-0.913464,-0.895591,22.219763,0.19359,1.683429,0.223099,0.00223099,-0.001119,0.221815,0.00221815,-0.904481,,5250.831176
2772,44655.40531,693.022853,58351930,1.192409,-0.913109,-0.895065,22.21991,0.194394,1.713699,0.223401,0.00223401,-0.001399,0.222002,0.00222002,-0.904123,,5172.24614
2773,44655.40531,693.272853,58351930,1.18037,-0.913199,-0.894999,22.219763,0.194141,1.713856,0.223662,0.00223662,-0.001585,0.222234,0.00222234,-0.904046,,5290.206096
2774,44655.40532,693.522853,58351931,1.172931,-0.91323,-0.895426,22.21991,0.194192,1.708923,0.223705,0.00223705,-0.001119,0.222588,0.00222588,-0.904157,,5295.219601
2775,44655.40532,693.772853,58351931,1.170642,-0.913232,-0.894999,22.219689,0.194054,1.701297,0.223373,0.00223373,-0.001399,0.222067,0.00222067,-0.904233,,5249.96606
2776,44655.40532,694.022853,58351931,1.17742,-0.913232,-0.894999,22.219837,0.194121,1.695063,0.22355,0.0022355,-0.001492,0.222098,0.00222098,-0.904211,,5387.93936
2777,44655.40532,694.272853,58351931,1.20886,-0.91271,-0.894769,22.219763,0.195364,1.755417,0.224457,0.00224457,-0.001212,0.223081,0.00223081,-0.903587,,5303.467471
2778,44655.40533,694.522853,58351932,1.221194,-0.912476,-0.894506,22.219984,0.195793,1.766839,0.22467,0.0022467,-0.001492,0.223178,0.00223178,-0.903463,,5361.922941
2779,44655.40533,694.772853,58351932,1.219521,-0.912471,-0.894309,22.219763,0.19573,1.783308,0.22495,0.0022495,-0.001305,0.223671,0.00223671,-0.903253,,5245.335408
2780,44655.40533,695.022853,58351932,1.230168,-0.912323,-0.894309,22.21991,0.196171,1.771355,0.224853,0.00224853,-0.001492,0.223381,0.00223381,-0.903289,,5389.947121
2781,44655.40534,695.272853,58351932,1.229292,-0.912253,-0.893848,22.21991,0.196279,1.778805,0.224923,0.00224923,-0.001212,0.223625,0.00223625,-0.903315,,5355.618074
2782,44655.40534,695.522853,58351933,1.236472,-0.912185,-0.893816,22.219984,0.196354,1.786327,0.225034,0.00225034,-0.001492,0.223563,0.00223563,-0.903317,,5281.796339
2783,44655.40534,695.772853,58351933,1.239712,-0.912049,-0.893651,22.219837,0.196718,1.793173,0.225121,0.00225121,-0.001212,0.223909,0.00223909,-0.903111,,5296.248623
2784,44655.40534,696.022853,58351933,1.263526,-0.911759,-0.893487,22.219984,0.19739,1.821857,0.225683,0.00225683,-0.001492,0.2242,0.002242,-0.9027,,5196.662817
2785,44655.40535,696.272853,58351933,1.265651,-0.911667,-0.893355,22.21991,0.197615,1.838056,0.226044,0.00226044,-0.001305,0.224555,0.00224555,-0.90258,,5159.720024
2786,44655.40535,696.522853,58351934,1.256953,-0.911724,-0.893323,22.21991,0.197348,1.823184,0.225877,0.00225877,-0.001492,0.224292,0.00224292,-0.902568,,5391.457286
2787,44655.40535,696.772853,58351934,1.279088,-0.911473,-0.892961,22.219837,0.198033,1.860116,0.226268,0.00226268,-0.001305,0.224861,0.00224861,-0.902287,,5203.060914
2788,44655.40536,697.022853,58351934,1.273879,-0.911433,-0.893355,22.220058,0.19808,1.830175,0.226059,0.00226059,-0.001492,0.224598,0.00224598,-0.902415,,5366.311783
2789,44655.40536,697.272853,58351934,1.287973,-0.911272,-0.892797,22.21991,0.19836,1.864562,0.226542,0.00226542,-0.001305,0.225237,0.00225237,-0.90209,,5371.229834
2790,44655.40536,697.522853,58351935,1.286294,-0.911263,-0.892994,22.219984,0.198398,1.87318,0.22664,0.0022664,-0.001585,0.225118,0.00225118,-0.902019,,5263.046578
2791,44655.40537,697.772853,58351935,1.286829,-0.911189,-0.893027,22.219984,0.198589,1.873358,0.226742,0.00226742,-0.001399,0.225355,0.00225355,-0.901851,,5245.430511
2792,44655.40537,698.022853,58351935,1.30275,-0.910985,-0.892928,22.219984,0.199141,1.88931,0.227019,0.00227019,-0.001585,0.225621,0.00225621,-0.901586,,5358.089854
2793,44655.40537,698.272853,58351935,1.311641,-0.910836,-0.892271,22.219984,0.199248,1.896468,0.227103,0.00227103,-0.001399,0.22554,0.0022554,-0.901687,,5299.742561
2794,44655.40537,698.522853,58351936,1.32747,-0.910622,-0.892205,22.219984,0.199844,1.90744,0.227408,0.00227408,-0.001585,0.225756,0.00225756,-0.901449,,5422.808571
2795,44655.40538,698.772853,58351936,1.318828,-0.910656,-0.891876,22.219984,0.199842,1.921141,0.22774,0.0022774,-0.001585,0.226213,0.00226213,-0.901229,,5483.895175
2796,44655.40538,699.022853,58351936,1.317152,-0.91067,-0.892106,22.219984,0.199865,1.910813,0.227647,0.00227647,-0.001399,0.226248,0.00226248,-0.901349,,5503.259927
2797,44655.40538,699.272853,58351936,1.32024,-0.910598,-0.891712,22.219984,0.199846,1.917037,0.22756,0.0022756,-0.001492,0.226076,0.00226076,-0.901359,,5394.848311
2798,44655.40539,699.522853,58351937,1.353197,-0.910065,-0.891515,22.219984,0.200929,1.931167,0.228018,0.00228018,-0.001585,0.226339,0.00226339,-0.90103,,5518.827482
2799,44655.40539,699.772853,58351937,1.326554,-0.910331,-0.892041,22.219984,0.200469,1.926762,0.227945,0.00227945,-0.001399,0.226547,0.00226547,-0.901028,,5414.365354
2800,44655.40539,700.022853,58351937,1.350606,-0.910033,-0.891613,22.219984,0.201064,1.942985,0.228353,0.00228353,-0.001678,0.226675,0.00226675,-0.900789,,5428.193381
2801,44655.40539,700.272853,58351937,1.356939,-0.909864,-0.891153,22.219984,0.201408,1.975143,0.228589,0.00228589,-0.001492,0.227095,0.00227095,-0.900621,,5523.560942
2802,44655.4054,700.522853,58351938,1.366056,-0.909747,-0.891153,22.219984,0.201641,1.988055,0.22887,0.0022887,-0.001492,0.227287,0.00227287,-0.900265,,5485.269697
2803,44655.4054,700.772853,58351938,1.376959,-0.909581,-0.890627,22.219984,0.202059,1.985027,0.228957,0.00228957,-0.001678,0.227311,0.00227311,-0.900332,,5264.409554
2804,44655.4054,701.022853,58351938,1.382912,-0.909493,-0.890857,22.220132,0.202296,1.992633,0.229121,0.00229121,-0.001492,0.227551,0.00227551,-0.900237,,5398.015921
2805,44655.40541,701.272853,58351938,1.393362,-0.909292,-0.890561,22.220132,0.202667,2.017926,0.229422,0.00229422,-0.001678,0.227761,0.00227761,-0.900008,,5356.67517
2806,44655.40541,701.522853,58351939,1.386878,-0.909307,-0.890496,22.219984,0.202596,2.011594,0.229364,0.00229364,-0.001492,0.227872,0.00227872,-0.900062,,5366.062643
2807,44655.40541,701.772853,58351939,1.397661,-0.909125,-0.890331,22.220058,0.202914,2.045414,0.22992,0.0022992,-0.001678,0.228322,0.00228322,-0.899606,,5420.20874
2808,44655.40541,702.022853,58351939,1.414444,-0.908909,-0.88997,22.220058,0.203472,2.031724,0.229844,0.00229844,-0.001585,0.228259,0.00228259,-0.899718,,5554.943076
2809,44655.40542,702.272853,58351939,1.408492,-0.90893,-0.890298,22.220132,0.203437,2.037666,0.230026,0.00230026,-0.001678,0.228347,0.00228347,-0.899438,,5577.138063
2810,44655.40542,702.522853,58351940,1.404884,-0.908952,-0.890134,22.220058,0.20327,2.015788,0.229803,0.00229803,-0.001585,0.228218,0.00228218,-0.899703,,5511.563701
2811,44655.40542,702.772853,58351940,1.409155,-0.908824,-0.8902,22.220132,0.203515,2.036646,0.230153,0.00230153,-0.001678,0.22851,0.0022851,-0.89947,,5549.175989
2812,44655.40543,703.022853,58351940,1.412786,-0.908785,-0.88997,22.219984,0.203694,2.059371,0.230237,0.00230237,-0.001678,0.228558,0.00228558,-0.89953,,5455.802027
2813,44655.40543,703.272853,58351940,1.424962,-0.9086,-0.88997,22.220205,0.204148,2.066784,0.230542,0.00230542,-0.001678,0.228867,0.00228867,-0.899177,,5532.915323
2814,44655.40543,703.522853,58351941,1.440232,-0.908313,-0.88974,22.220058,0.20468,2.093602,0.230989,0.00230989,-0.001678,0.229217,0.00229217,-0.898895,,5624.567056
2815,44655.40543,703.772853,58351941,1.437091,-0.908283,-0.889444,22.220205,0.204745,2.08636,0.231058,0.00231058,-0.001772,0.229286,0.00229286,-0.898846,,5553.858426
2816,44655.40544,704.022853,58351941,1.459045,-0.90799,-0.889378,22.220058,0.205395,2.102415,0.231352,0.00231352,-0.001678,0.229701,0.00229701,-0.898508,,5606.549118
2817,44655.40544,704.272853,58351941,1.462859,-0.907848,-0.889148,22.220279,0.20563,2.132955,0.231766,0.00231766,-0.001772,0.229995,0.00229995,-0.898337,,5495.824635
2818,44655.40544,704.522853,58351942,1.458573,-0.907861,-0.889214,22.220058,0.205635,2.116583,0.23152,0.0023152,-0.001678,0.229841,0.00229841,-0.898482,,5475.582513
2819,44655.40545,704.772853,58351942,1.464702,-0.907768,-0.889148,22.220279,0.205809,2.132421,0.231936,0.00231936,-0.001678,0.230258,0.00230258,-0.898215,,5598.009354
2820,44655.40545,705.022853,58351942,1.455142,-0.907864,-0.888984,22.219984,0.205581,2.11045,0.231632,0.00231632,-0.001678,0.22986,0.0022986,-0.898404,,5571.105035
2821,44655.40545,705.272853,58351942,1.483296,-0.907486,-0.888458,22.220279,0.206368,2.14295,0.231971,0.00231971,-0.001772,0.230217,0.00230217,-0.898244,,5492.261617
2822,44655.40545,705.522853,58351943,1.493869,-0.907373,-0.888425,22.21991,0.206584,2.156225,0.232138,0.00232138,-0.001772,0.230366,0.00230366,-0.897922,,5457.679222
2823,44655.40546,705.772853,58351943,1.490255,-0.907341,-0.888721,22.220426,0.206614,2.160517,0.232293,0.00232293,-0.001772,0.230521,0.00230521,-0.897964,,5561.121082
2824,44655.40546,706.022853,58351943,1.507574,-0.907005,-0.887965,22.220132,0.20727,2.187169,0.232701,0.00232701,-0.001772,0.230882,0.00230882,-0.897665,,5501.344699
2825,44655.40546,706.272853,58351943,1.503341,-0.907007,-0.888195,22.220426,0.20744,2.182389,0.232894,0.00232894,-0.001772,0.231122,0.00231122,-0.897469,,5670.595683
2826,44655.40547,706.522853,58351944,1.507061,-0.906973,-0.888261,22.220058,0.207482,2.186566,0.232942,0.00232942,-0.001772,0.231171,0.00231171,-0.897492,,5644.010963
2827,44655.40547,706.772853,58351944,1.522481,-0.906704,-0.887735,22.220353,0.208052,2.199949,0.233277,0.00233277,-0.001772,0.231429,0.00231429,-0.897364,,5709.779291
2828,44655.40547,707.022853,58351944,1.517843,-0.906753,-0.887833,22.220132,0.20779,2.193916,0.23283,0.0023283,-0.001772,0.231138,0.00231138,-0.897582,,5570.227813
2829,44655.40548,707.272853,58351944,1.53333,-0.906505,-0.887603,22.220426,0.208478,2.222544,0.23351,0.0023351,-0.001958,0.231553,0.00231553,-0.897084,,5618.995374
2830,44655.40548,707.522853,58351945,1.536974,-0.906423,-0.887307,22.220058,0.20853,2.234046,0.233771,0.00233771,-0.001772,0.231979,0.00231979,-0.896876,,5594.242834
2831,44655.40548,707.772853,58351945,1.536541,-0.906402,-0.887439,22.2205,0.208571,2.230997,0.233793,0.00233793,-0.001958,0.231835,0.00231835,-0.896889,,5593.473305
2832,44655.40548,708.022853,58351945,1.552273,-0.906161,-0.887143,22.220205,0.209032,2.255851,0.234125,0.00234125,-0.001772,0.232167,0.00232167,-0.896627,,5634.413664
2833,44655.40549,708.272853,58351945,1.557638,-0.906056,-0.886913,22.220426,0.209241,2.253289,0.234058,0.00234058,-0.001678,0.232371,0.00232371,-0.896696,,5602.444781
2834,44655.40549,708.522853,58351946,1.572617,-0.905832,-0.887077,22.220205,0.209775,2.281978,0.234541,0.00234541,-0.002051,0.232536,0.00232536,-0.89631,,5645.707369
2835,44655.40549,708.772853,58351946,1.56061,-0.905902,-0.887143,22.2205,0.20956,2.255696,0.234379,0.00234379,-0.001772,0.232482,0.00232482,-0.896354,,5740.801996
2836,44655.4055,709.022853,58351946,1.579065,-0.905701,-0.886683,22.220205,0.210007,2.276944,0.234616,0.00234616,-0.002051,0.232565,0.00232565,-0.89629,,5799.368262
2837,44655.4055,709.272853,58351946,1.564332,-0.90584,-0.887209,22.220426,0.209806,2.279775,0.234662,0.00234662,-0.001678,0.232968,0.00232968,-0.896248,,5762.293952
2838,44655.4055,709.522853,58351947,1.56029,-0.905891,-0.886913,22.220205,0.209602,2.26686,0.234402,0.00234402,-0.002051,0.232351,0.00232351,-0.896443,,5681.198742
2839,44655.4055,709.772853,58351947,1.606166,-0.905258,-0.886453,22.220426,0.210983,2.283961,0.235011,0.00235011,-0.001772,0.232981,0.00232981,-0.895922,,5698.06278
2840,44655.40551,710.022853,58351947,1.606183,-0.905141,-0.886025,22.220279,0.211197,2.338655,0.235566,0.00235566,-0.002051,0.233422,0.00233422,-0.895607,,5598.675136
2841,44655.40551,710.272853,58351947,1.611555,-0.905057,-0.885927,22.220426,0.211487,2.343893,0.235586,0.00235586,-0.001772,0.233815,0.00233815,-0.895521,,5702.219922
